	24	48	72
intensity	12515.048333038909	23737.432537719324	34187.15324876218
runtime	1.15382	0.59204	0.40852
timestamp	(4024.4, 5178.22)	(9977.72, 10569.76)	(14054.72, 14463.24)
energy	47652.373123168945	46376.58154678345	46088.24828910827
