	24	48	72
intensity	11447.140098780366	22318.32283818596	33009.48769633158
runtime	1.17336	0.5866	0.39098
timestamp	(6771.32, 7944.68)	(11610.62, 12197.22)	(15320.16, 15711.14)
energy	44324.33381080627	43203.36298370361	42589.96334838867
