	24	48	72
intensity	15336.646563160048	24211.603124612808	31007.372393868744
runtime	0.33726	0.2333	0.19904
timestamp	(1599.92, 1937.18)	(3450.14, 3683.44)	(5040.64, 5239.68)
energy	17069.04348564148	18640.271129608154	20366.634424209595
