	24	48	72
intensity	16201.444743592063	22170.530366308896	27773.18745545577
runtime	0.2025	0.162	0.18898
timestamp	(2361.34, 2563.84)	(4732.64, 4894.64)	(6800.82, 6989.8)
energy	10826.615449905396	11852.365533828735	17320.303985595703
